fraction	superkingdom	phylum	class	order	family	genus	species
0.00039875985684521137	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium meiothermophilum
0.00038679706113985504	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp004296815
0.0003708466668660466	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp019635315
0.00036087767044491633	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp016869215
0.0003120295879813779	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp022843705
0.00030006679227602157	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__Stella	s__Stella sp006738865
0.00029508229406545645	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp016719535
0.00028112569907587403	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PALSA-1355	g__JALHMI01	s__JALHMI01 sp022844125
0.00026517530480206557	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp004297265
0.00025819700730727435	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2	f__CACIAM-22H2	g__Tagaea	s__Tagaea sp014444615
0.00024523731195980503	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp019636015
0.00022928691768599654	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Pseudoxanthobacteraceae	g__Pseudoxanthobacter	s__Pseudoxanthobacter soli_A
0.00022230862019120536	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas_B	s__Roseomonas_B alkaliterrae
0.00021233962377007506	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp019634975
0.00020934892484373598	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAEULC01	f__JAEULC01	g__JAEULC01	s__JAEULC01 sp016792605
0.00020735512555950992	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__UBA2386	g__VGXW01	s__VGXW01 sp016795295
0.00020436442663317083	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp022841665
0.00019439543021204056	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp017990895
0.00019040783164358844	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__Caldilinea	s__Caldilinea sp025055055
0.00017445743736977997	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__Gemmatimonas sp016741895
0.0001714667384434409	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp019746135
0.0001644884409486497	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp002281855
0.0001644884409486497	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Xanthobacter	s__Xanthobacter tagetidis
0.00016349154130653666	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__Dongia	s__Dongia mobilis
0.00015651324381174548	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	s__Rhodoplanes serenus
0.00015551634416963243	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Zhizhongheella	s__Zhizhongheella caldifontis
0.00015252564524329335	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp013823365
0.00015252564524329335	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp013911965
0.00014953494631695426	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXQ01	f__SMXQ01	g__CAMAVH01	s__CAMAVH01 sp945861615
0.000139565949895824	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp022843325
0.00013856905025371095	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__Caldilinea	s__Caldilinea aerophila
0.00013258765240103278	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Sinimarinibacterium	s__Sinimarinibacterium flocculans
0.00013059385311680672	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp023431245
0.00012760315419046764	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CADEGL01	f__CADEGL01	g__CADEGL01	s__CADEGL01 sp902826885
0.00012660625454835462	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXS01	f__SMXS01	g__RI-34	s__RI-34 sp022844405
0.00012461245526412855	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp903929895
0.00012162175633778947	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__ZYF759	s__ZYF759 sp012911015
0.00012062485669567645	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Methyloversatilis	s__Methyloversatilis discipulorum_A
0.00012062485669567645	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2	f__CACIAM-22H2	g__Tagaea	s__Tagaea sp020161965
0.00012062485669567645	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__Pseudorhodoplanes sinuspersici
0.00011863105741145039	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus wittichii
0.00011863105741145039	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium zucineum
0.00011364655920088525	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Falsiroseomonas	s__Falsiroseomonas sp005222815
0.00011065586027454616	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Elioraea	s__Elioraea sp006704265
0.00010268066313764194	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp900112625
0.0001016837634955289	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__PFJX01	s__PFJX01 sp024235835
0.00010068686385341587	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rubellimicrobium	s__Rubellimicrobium thermophilum
9.968996421130284e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__Lacunisphaera sp900104925
9.869306456918982e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	s__Rhodoplanes elegans
9.669926528496376e-05	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__SCN-69-37	s__SCN-69-37 sp001724025
9.669926528496376e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__VFBF01	s__VFBF01 sp016791445
9.570236564285074e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Chelatococcus_A	s__Chelatococcus_A sambhunathii
9.470546600073771e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__Stella	s__Stella vacuolata
9.271166671651164e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum oleiclasticum
9.071786743228559e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas aeruginosa
9.071786743228559e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodopseudomonas	s__Rhodopseudomonas pseudopalustris
8.872406814805953e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnobacter	s__Limnobacter alexandrii
8.772716850594651e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas_B	s__Roseomonas_B sp918698155
8.573336922172045e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Silanimonas	s__Silanimonas lenta
8.573336922172045e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys taiwanensis
8.473646957960743e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__CAKKQX01	s__CAKKQX01 sp919902235
8.473646957960743e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp001557215
8.473646957960743e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus versutus
8.37395699374944e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Variovorax	s__Variovorax sp900115375
8.37395699374944e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__Prosthecobacter sp015075365
8.274267029538136e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus
8.174577065326833e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Aquabacterium	s__Aquabacterium fontiphilum
8.174577065326833e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Falsiroseomonas	s__Falsiroseomonas sp021864505
7.975197136904228e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter cryptus
7.875507172692925e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__WHTP01	s__WHTP01 sp019745775
7.775817208481621e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp001557035
7.775817208481621e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp019751125
7.67612724427032e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp017849615
7.67612724427032e-05	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA2999	g__VFZN01	s__VFZN01 sp020851835
7.67612724427032e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__SYSU-D60015	s__SYSU-D60015 sp022844005
7.277367387425108e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Kaistiaceae	g__Bauldia	s__Bauldia sp022841545
7.277367387425108e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Magnetospirillaceae	g__Oleiliquidispirillum	s__Oleiliquidispirillum nitrogeniifigens
7.177677423213805e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__JJ008	s__JJ008 sp002352145
7.177677423213805e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Tepidicella	s__Tepidicella xavieri
7.077987459002502e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Phreatobacteraceae	g__Phreatobacter	s__Phreatobacter sp000751295
6.9782974947912e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp001899285
6.9782974947912e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella aquatilis
6.878607530579897e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Prosthecobacter	s__Prosthecobacter sp019186985
6.878607530579897e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__UBA2020	g__UBA2020	s__UBA2020 sp002334985
6.778917566368593e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas koreensis
6.778917566368593e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aquibium	s__Aquibium carbonis
6.679227602157291e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Diaphorobacter	s__Diaphorobacter nitroreducens
6.679227602157291e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Wagnerdoeblera	s__Wagnerdoeblera nectariphila
6.679227602157291e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Piscinibacter	s__Piscinibacter defluvii
6.579537637945988e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__Pseudorhodoplanes sp023387555
6.479847673734685e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp016185205
6.479847673734685e-05	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Obscuribacterales	f__Obscuribacteraceae	g__JADYXR01	s__JADYXR01 sp019637435
6.380157709523382e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__JAIEOP01	s__JAIEOP01 sp019750465
6.380157709523382e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus aquaeductus
6.28046774531208e-05	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__JAABRT01	s__JAABRT01 sp011390885
6.28046774531208e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__CAMDGX01	s__CAMDGX01 sp945888575
6.28046774531208e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax albus
6.180777781100777e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp014595975
6.0810878168894735e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas sp016742135
6.0810878168894735e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp019750135
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp002363865
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Porticoccaceae	g__Porticoccus	s__Porticoccus hydrocarbonoclasticus
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__UBA2250	s__UBA2250 sp004323595
5.981397852678171e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__ER46 sp016794785
5.981397852678171e-05	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__UBA1924	g__JAHBXE01	s__JAHBXE01 sp019636625
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp945861855
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola	s__Tabrizicola flagellatus
5.981397852678171e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E hydrolytica
5.881707888466868e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Hylemonella	s__Hylemonella sp016185015
5.881707888466868e-05	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__JABFXX01	s__JABFXX01 sp016794545
5.881707888466868e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Phreatobacteraceae	g__Phreatobacter	s__Phreatobacter sp022843985
5.881707888466868e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__ATCC43930	f__Stellaceae	g__Stella	s__Stella humosa
5.782017924255565e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAEULC01	f__JAEULC01	g__JAEULC01	s__JAEULC01 sp020846275
5.782017924255565e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aquamicrobium_A	s__Aquamicrobium_A sp014860725
5.782017924255565e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp011525985
5.782017924255565e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp900103195
5.6823279600442626e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum lavamentivorans
5.6823279600442626e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Falsiroseomonas	s__Falsiroseomonas ponticola
5.5826379958329594e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp001464835
5.5826379958329594e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Kaistiaceae	g__Bauldia	s__Bauldia sp023433185
5.5826379958329594e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXS01	f__SMXS01	g__RI-34	s__RI-34 sp945907245
5.482948031621657e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__Lacunisphaera sp016795565
5.482948031621657e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella massiliensis
5.3832580674103536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter sp001896875
5.3832580674103536e-05	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__JABFSM01	s__JABFSM01 sp019637315
5.3832580674103536e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp022841375
5.3832580674103536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Polymorphum	s__Polymorphum gilvum
5.3832580674103536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Erythrobacter	s__Erythrobacter tepidarius
5.3832580674103536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Falsiroseomonas	s__Falsiroseomonas bella
5.283568103199051e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__CAIRCN01	s__CAIRCN01 sp018239845
5.183878138987748e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus dicambivorans
5.183878138987748e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Glycocaulis	s__Glycocaulis sp022565665
5.183878138987748e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella massiliensis_B
5.084188174776445e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__Pseudorhodoplanes sp023430245
5.084188174776445e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp024699985
4.984498210565142e-05	d__Bacteria	p__Myxococcota	c__UBA796	o__UBA796	f__UBA2385	g__UBA2385	s__UBA2385 sp002343455
4.984498210565142e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp013205335
4.984498210565142e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__JACXVD01	s__JACXVD01 sp014763545
4.984498210565142e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp016709385
