fraction	superkingdom	phylum	class	order	family	genus	species
0.0008173489224826282	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_G	s__Paenibacillus_G validus
0.0006714835763164976	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_E	s__Paenibacillus_E sp008017805
0.0006589089775090725	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Tepidimonas	s__Tepidimonas sp020723845
0.0006362746996557074	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Thermonemataceae	g__Thermonema	s__Thermonema lapsum
0.0005708867858570972	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Nanoarchaeales	f__Nanopusillaceae	g__Nanoclepta	s__Nanoclepta minutus
0.0005306480696733371	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__Sulfurihydrogenibium	s__Sulfurihydrogenibium azorense
0.000523103310388882	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter kobei
0.0004577153965902718	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Schleiferiaceae	g__Schleiferia	s__Schleiferia thermophila
0.00045268555706730177	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium pennivorans_A
0.00044514079778284674	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas phyllosphaerae_B
0.0004350811187369067	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__Caldilinea	s__Caldilinea aerophila
0.00042502143969096667	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__UBA11096	s__UBA11096 sp003534055
0.00042502143969096667	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_I	s__Paenibacillus_I darwinianus
0.00042502143969096667	d__Bacteria	p__Bacillota_A	c__Thermoanaerobacteria	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptor morganii
0.00038478272350720653	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium mesophilicum
0.00037975288398423647	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp014193845
0.00036717828517681143	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp019635965
0.00034454400732344633	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Aquaspirillaceae	g__Microvirgula	s__Microvirgula aerodenitrificans
0.0003269395689930513	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__GBS-DC	g__LDYB01	s__LDYB01 sp001442985
0.0003093351306626562	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter soli
0.0002992754516167162	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rhodothermaceae	g__Rhodothermus	s__Rhodothermus marinus
0.0002992754516167162	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei_A
0.0002892157725707761	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus scotoductus
0.00025149197614850096	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp018139225
0.000248977056387016	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas endophytica
0.00024394721686404595	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp900112625
0.00023388753781810592	d__Bacteria	p__Bacillota_A	c__Thermoanaerobacteria	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptor acetigenus
0.0002288576982951359	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__NGM72-4	g__Limisphaera	s__Limisphaera ngatamarikiensis
0.00022634277853365089	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp002874965
0.00021628309948771085	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus composti
0.00019867866115731578	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Meiothermus	s__Meiothermus ruber
0.00018358914258840572	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Achromobacter	s__Achromobacter insuavis
0.00016849962401949565	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus thermophilus_C
0.00014838026592761558	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A amalonaticus
0.00014586534616613058	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__UBA11096	s__UBA11096 sp011006175
0.00014335042640464555	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium bullatum
0.00014335042640464555	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Neorhizobium	s__Neorhizobium soli
0.00013580566712019054	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp004340945
0.0001307758275972205	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp001423085
0.0001282609078357355	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus gonensis
0.00012574598807425048	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Comamonas	s__Comamonas acidovorans
0.9382712944543504	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
