fraction	superkingdom	phylum	class	order	family	genus	species
0.00034397969385807246	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus erythropolis_D
0.000311849722453747	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E palmensis
0.00030617972750004253	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus suis_AA
0.00028916974263892907	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__DSM-5069	g__Pseudothermotoga_A	s__Pseudothermotoga_A caldifontis
0.00028538974600312607	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Atlantibacter	s__Atlantibacter hermannii
0.0002645997645062096	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Lelliottia	s__Lelliottia chinensis
0.0002570397712346036	d__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__Dictyoglomus	s__Dictyoglomus thermophilum
0.00022301980151237665	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus scotoductus
0.00022112980319447515	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium acnes
0.00020978981328706619	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella oxytoca
0.00020789981496916469	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Achromobacter	s__Achromobacter insuavis_A
0.0002060098166512632	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea norimbergensis
0.0002003398216975587	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus pushchinoensis
0.0002003398216975587	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter sp000980875
0.0002003398216975587	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Alteromonadaceae	g__Rheinheimera	s__Rheinheimera aquimaris
0.0001927798284259527	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus composti
0.00018521983515434672	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	s__Cloacibacterium caeni_A
0.00017954984020064223	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium gondwanense
0.00017387984524693773	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E lactis
0.00017198984692903623	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium bernardetii
0.00017009984861113473	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium sp022829725
0.00016631985197533173	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio fluvialis
0.00016253985533952873	d__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__NZ13-RE01	s__NZ13-RE01 sp002878375
0.00013985987552471077	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera intermedia_A
0.0001266298872994003	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Lichenihabitans	s__Lichenihabitans ramalinae
0.0001266298872994003	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp013386585
0.0001247398889814988	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Leclercia	s__Leclercia adecarboxylata_C
0.00011528989739199132	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium siyangense
0.00010961990243828683	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leifsonia	s__Leifsonia aquatica_A
0.00010772990412038533	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus ayderensis
0.00010583990580248384	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__Micrococcus luteus
0.00010016991084877934	d__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Chloroflexales	f__Chloroflexaceae	g__Chloroflexus	s__Chloroflexus aurantiacus
9.827991253087785e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus mirabilis
9.638991421297635e-05	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__Caldilinea	s__Caldilinea sp025055055
9.449991589507485e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Spirillospora	s__Spirillospora cremea
0.9112891489526573	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
